Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Company_Type,Release_Era,Is_Successful,Sales_Category,NA_Sales_Pct,EU_Sales_Pct,JP_Sales_Pct,Other_Sales_Pct
The Legend of Heroes: Trails in the Sky SC Evolution,PSV,2015.0,Role-Playing,Kadokawa Games,0.0,0.0,0.03,0.0,0.03,71.5,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
FabStyle,3DS,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,69.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Rebel Raiders: Operation Nighthawk,PS2,2006.0,Simulation,Kando Games,0.02,0.01,0.0,0.0,0.03,53.0,5.0,tbd,,Kando Games,E10+,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Astrology DS,DS,2009.0,Misc,Deep Silver,0.03,0.0,0.0,0.0,0.03,66.5,,,,,,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
Zenkoku Dekotora Matsuri,Wii,2008.0,Racing,Jaleco,0.0,0.0,0.03,0.0,0.03,54.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Cooking Mama: My Sweets Shop,3DS,2014.0,Simulation,Office Create,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Alienators: Evolution Continues,GBA,2001.0,Action,Activision,0.03,0.01,0.0,0.0,0.03,54.0,4.0,tbd,,Digital Eclipse,E,AAA,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Onechanbara Z Kagura,PS3,2013.0,Action,D3Publisher,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Dead or Alive Xtreme 3: Venus,PSV,2016.0,Sports,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,75.5,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,PS3,2010.0,Misc,Unknown,0.0,0.0,0.03,0.0,0.03,75.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Pro Cycling Manager 2016,PC,2016.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,64.0,6.0,4.8,5.0,Cyanide,,Indie/Other,2010s,False,flop,0.0,100.0,0.0,0.0
Pirates: Duels on the High Seas,DS,2008.0,Action,Oxygen Interactive,0.03,0.0,0.0,0.0,0.03,50.0,15.0,tbd,,Oxygen Interactive,E,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
MX World Tour Featuring Jamie Little,XB,2005.0,Racing,Crave Entertainment,0.03,0.01,0.0,0.0,0.03,51.0,5.0,tbd,,Impulse Games,E,Indie/Other,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
PriPara Mezameyo! Megami no Dress Design,3DS,2016.0,Action,Takara Tomy,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Tomb Raider: Anniversary,PC,2007.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,83.0,26.0,8.1,242.0,Nixxes Software,T,Indie/Other,2000s,False,flop,0.0,100.0,0.0,33.333333333333336
Sengoku Basara: Sanada Yukimura-Den,PS4,2016.0,Action,Capcom,0.0,0.0,0.03,0.0,0.03,73.0,,,,,,AAA,2010s,False,flop,0.0,0.0,100.0,0.0
Marines: Modern Urban Combat,Wii,2010.0,Shooter,O-Games,0.03,0.0,0.0,0.0,0.03,69.0,,tbd,,Destineer,T,Indie/Other,2010s,False,flop,100.0,0.0,0.0,0.0
Infamous: First Light,PS4,2014.0,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.0,0.03,73.0,70.0,7.5,580.0,Sucker Punch,T,AAA,2010s,False,flop,0.0,100.0,0.0,0.0
The Idolmaster: Gravure For You! Vol. 4,PS3,2012.0,Misc,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,75.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Puyo Pop Fever(us sales),DS,2004.0,Puzzle,Ignition Entertainment,0.03,0.0,0.0,0.0,0.03,69.0,,,,,,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
Tour de France 2014,PS4,2014.0,Sports,Focus Home Interactive,0.0,0.03,0.0,0.0,0.03,53.0,9.0,5.1,22.0,Cyanide,E,Indie/Other,2010s,False,flop,0.0,100.0,0.0,0.0
RedCard 20-03,XB,2002.0,Sports,Midway Games,0.03,0.01,0.0,0.0,0.03,67.0,8.0,9,4.0,Point of View,E,Indie/Other,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,2009.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,70.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Deal or No Deal: Special Edition,DS,2010.0,Misc,Zoo Games,0.03,0.0,0.0,0.0,0.03,66.5,,tbd,,Zoo Games,E,Indie/Other,2010s,False,flop,100.0,0.0,0.0,0.0
Puyo Puyo 7,PSP,2009.0,Puzzle,Sega,0.0,0.0,0.03,0.0,0.03,67.5,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Asterix & Obelix: Kick Buttix,PS2,2004.0,Action,Atari,0.02,0.01,0.0,0.0,0.03,67.0,,,,,,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Radiant Silvergun,SAT,1998.0,Shooter,ESP,0.0,0.0,0.03,0.0,0.03,69.5,,,,,,Indie/Other,1990s,False,flop,0.0,0.0,100.0,0.0
The Night of the Rabbit,PC,2013.0,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.03,75.0,45.0,7.5,82.0,Daedalic Entertainment,,Indie/Other,2010s,False,flop,0.0,100.0,0.0,0.0
Bounty Hounds,PSP,2006.0,Action,Namco Bandai Games,0.03,0.0,0.0,0.0,0.03,63.0,14.0,6,7.0,Xpec,T,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
Care Bears - Care Quest,GBA,2005.0,Action,Game Factory,0.02,0.01,0.0,0.0,0.03,63.0,,,,,,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Burnout Paradise: The Ultimate Box,X360,2009.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,72.0,,,,,,AAA,2000s,False,flop,0.0,100.0,0.0,0.0
Even in a Game Listen to Me Girls. I Am Your Father!,PSP,2012.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Tokyo Majin Gakuen: Kenfuuchou,DS,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.03,0.0,0.03,62.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Challenge Me: Word Puzzles,DS,2011.0,Puzzle,O-Games,0.03,0.0,0.0,0.0,0.03,69.0,,tbd,,O-Games,E10+,Indie/Other,2010s,False,flop,100.0,0.0,0.0,0.0
Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,GBA,2002.0,Action,Hudson Soft,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
NHRA Drag Racing: Countdown to the Championship,PSP,2007.0,Racing,THQ,0.03,0.0,0.0,0.0,0.03,68.5,,,,,,AAA,2000s,False,flop,100.0,0.0,0.0,0.0
Zatch Bell! Electric Arena,GBA,2003.0,Fighting,Banpresto,0.02,0.01,0.0,0.0,0.03,73.0,,,,,,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
TOCA Race Driver 3,XB,2006.0,Racing,Codemasters,0.03,0.01,0.0,0.0,0.03,84.0,25.0,8,6.0,Codemasters,E10+,Indie/Other,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
A Game of Thrones: Genesis,PC,2011.0,Strategy,Focus Home Interactive,0.0,0.03,0.0,0.01,0.03,53.0,40.0,4,110.0,Cyanide,,Indie/Other,2010s,False,flop,0.0,100.0,0.0,33.333333333333336
Gothic Universe,PC,2007.0,Role-Playing,JoWood Productions,0.0,0.03,0.0,0.01,0.03,82.5,,7.9,10.0,DreamCatcher Interactive,M,Indie/Other,2000s,False,flop,0.0,100.0,0.0,33.333333333333336
Daito Giken Premium Pachi-Slot Collection: Yoshimune,PS2,2006.0,Misc,Daito,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Diabolik Lovers: Dark Fate,PSV,2015.0,Action,Idea Factory,0.0,0.0,0.03,0.0,0.03,70.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Sky Dancers,GBA,2005.0,Action,Crave Entertainment,0.02,0.01,0.0,0.0,0.03,63.0,,,,,,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Need for Speed (2015),PC,2016.0,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.03,80.0,,,,,,AAA,2010s,False,flop,0.0,100.0,0.0,0.0
Silent Scope,GBA,2002.0,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,70.0,5.0,8,5.0,Now Production,T,AAA,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Deer Drive: Legends,3DS,2012.0,Action,Maximum Family Games,0.03,0.0,0.0,0.0,0.03,63.0,,tbd,,Raylight Studios,T,Indie/Other,2010s,False,flop,100.0,0.0,0.0,0.0
World Series of Poker: Tournament of Champions 2007 Edition,PS2,2006.0,Misc,Activision,0.02,0.01,0.0,0.0,0.03,71.0,,,,,,AAA,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Yggdra Union: We'll Never Fight Alone,GBA,2006.0,Role-Playing,Sting,0.0,0.0,0.03,0.0,0.03,76.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
The Cursed Crusade,PC,2011.0,Action,DTP Entertainment,0.0,0.03,0.0,0.01,0.03,55.0,7.0,6,33.0,Kylotonn,M,Indie/Other,2010s,False,flop,0.0,100.0,0.0,33.333333333333336
Hotel Giant 2,PC,2008.0,Strategy,JoWood Productions,0.0,0.03,0.0,0.0,0.03,58.0,7.0,2.5,19.0,Enlight Software,E,Indie/Other,2000s,False,flop,0.0,100.0,0.0,0.0
Gakusen Toshi Asterisk Festa: Houka Kenran,PSV,2016.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,75.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,PS3,2012.0,Misc,Fields,0.0,0.0,0.03,0.0,0.03,75.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Caesar III,PC,1998.0,Strategy,Vivendi Games,0.0,0.03,0.0,0.0,0.03,77.0,,8.7,50.0,Impressions Games,E,Indie/Other,1990s,False,flop,0.0,100.0,0.0,0.0
DarkStar One,PC,2006.0,Simulation,Ubisoft,0.0,0.03,0.0,0.01,0.03,71.0,33.0,7.2,54.0,Ascaron Entertainment GmbH,T,AAA,2000s,False,flop,0.0,100.0,0.0,33.333333333333336
Wangan Midnight,PS3,2007.0,Racing,Genki,0.0,0.0,0.03,0.0,0.03,73.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
ESPN NBA 2Night 2002,PS2,2002.0,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,59.0,13.0,tbd,,Konami,E,AAA,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Cabela's Dangerous Hunts 2,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03,79.5,,tbd,,FUN Labs,T,AAA,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Kekkaishi: Kokubourou no Kage,Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,62.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
"Crouching Tiger, Hidden Dragon",GBA,2003.0,Action,Ubisoft,0.02,0.01,0.0,0.0,0.03,60.0,12.0,tbd,,Ubisoft Shanghai,T,AAA,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Suzumiya Haruhi no Tsuisou,PS3,2011.0,Adventure,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,69.5,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Mame Goma: Shiro to Kuro no Meikyuu,3DS,2012.0,Action,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Trap Gunner: Countdown to Oblivion,PS,1998.0,Strategy,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.03,62.0,,,,,,AAA,1990s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Hitman: Blood Money,PC,2006.0,Action,Eidos Interactive,0.0,0.03,0.0,0.01,0.03,82.0,35.0,8.8,528.0,Io Interactive,M,Indie/Other,2000s,False,flop,0.0,100.0,0.0,33.333333333333336
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,DS,2006.0,Adventure,D3Publisher,0.0,0.0,0.03,0.0,0.03,62.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009.0,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,Gearbox Software,0.03,0.0,0.0,0.01,0.03,77.0,15.0,6.9,15.0,Gearbox Software,M,Indie/Other,2010s,False,flop,100.0,0.0,0.0,33.333333333333336
Section 8,PC,2009.0,Shooter,SouthPeak Games,0.02,0.01,0.0,0.0,0.03,72.0,31.0,7,78.0,TimeGate Studios,T,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Tsuyo Kiss: Mighty Heart,PS2,2006.0,Adventure,Princess Soft,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Alpha Protocol,PC,2010.0,Role-Playing,Sega,0.0,0.03,0.0,0.01,0.03,72.0,25.0,7.5,511.0,Obsidian Entertainment,M,AAA,2010s,False,flop,0.0,100.0,0.0,33.333333333333336
Planescape: Torment,PC,1998.0,Role-Playing,Interplay,0.01,0.02,0.0,0.0,0.03,91.0,22.0,9.2,813.0,Black Isle Studios,T,Indie/Other,1990s,False,flop,33.333333333333336,66.66666666666667,0.0,0.0
Gacharoku,PS2,2002.0,Misc,Sony Computer Entertainment,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Cake Mania: Baker's Challenge,PSP,2008.0,Puzzle,Destineer,0.03,0.0,0.0,0.0,0.03,67.5,,tbd,,Coresoft,E,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
SX Superstar,GC,2003.0,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.03,64.0,,,,,,Indie/Other,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Zoo Vet: Endangered Animals,DS,2008.0,Simulation,505 Games,0.03,0.0,0.0,0.0,0.03,65.5,,tbd,,Legacy Interactive,E10+,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
Paddington: Adventures in London,3DS,2015.0,Puzzle,Koch Media,0.0,0.03,0.0,0.0,0.03,69.0,,tbd,,Ravenscourt,,Indie/Other,2010s,False,flop,0.0,100.0,0.0,0.0
Driven,GBA,2001.0,Racing,BAM! Entertainment,0.02,0.01,0.0,0.0,0.03,68.0,10.0,tbd,,Crawfish Interactive,E,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Star Wars Jedi Knight: Jedi Academy,PC,2003.0,Shooter,Activision,0.0,0.03,0.0,0.0,0.03,81.0,34.0,8.6,293.0,Raven Software,T,AAA,2000s,False,flop,0.0,100.0,0.0,0.0
Red Faction II,GC,2003.0,Shooter,THQ,0.03,0.01,0.0,0.0,0.03,79.0,12.0,7.3,4.0,Cranky Pants Games,M,AAA,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Langrisser: Re:Incarnation Tensei,3DS,2015.0,Role-Playing,Extreme Entertainment Group,0.02,0.0,0.01,0.0,0.03,74.0,,,,,,Indie/Other,2010s,False,flop,66.66666666666667,0.0,33.333333333333336,0.0
Atelier Firis: The Alchemist of the Mysterious Journey,PS4,2016.0,Role-Playing,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,73.5,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,2011.0,Role-Playing,Hudson Soft,0.0,0.0,0.03,0.0,0.03,70.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
SD Gundam G Generation: Gather Beat 2,WS,2001.0,Strategy,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,69.5,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Battle Engine Aquila,PS2,2003.0,Shooter,Atari,0.02,0.01,0.0,0.0,0.03,73.0,17.0,9,5.0,Lost Toys,T,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Hello Kitty: Roller Rescue,PC,2005.0,Action,Empire Interactive,0.0,0.03,0.0,0.0,0.03,76.0,,,,,,Indie/Other,2000s,False,flop,0.0,100.0,0.0,0.0
Special Forces: Nemesis Strike,XB,2005.0,Shooter,Hip Interactive,0.03,0.01,0.0,0.0,0.03,60.0,10.0,6.5,4.0,Asobo Studio,M,Indie/Other,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Women's Volleyball Championship,PS2,2007.0,Sports,Spike,0.0,0.0,0.03,0.0,0.03,32.0,7.0,4,4.0,Spike,E,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Jikkyou Powerful Pro Yakyuu Wii Ketteiban,Wii,2007.0,Sports,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,66.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,2007.0,Misc,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Crimson Tears,PS2,2004.0,Role-Playing,Capcom,0.02,0.01,0.0,0.0,0.03,62.0,30.0,7.8,4.0,DreamFactory,T,AAA,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Battle Assault 3 featuring Gundam Seed,PS2,2004.0,Action,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,48.0,9.0,8.7,7.0,Natsume,T,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
WRC: FIA World Rally Championship,PSP,2005.0,Racing,Sony Computer Entertainment,0.02,0.01,0.0,0.0,0.03,67.0,18.0,7.8,19.0,Traveller's Tales,E,AAA,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,DS,2008.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,65.5,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Batman Forever: The Arcade Game,PS,1996.0,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03,72.0,,,,,,Indie/Other,1990s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Romance of the Three Kingdoms (3DS),3DS,2013.0,Strategy,Tecmo Koei,0.0,0.0,0.03,0.0,0.03,69.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Living Legends: Frozen Beauty,PC,2014.0,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03,76.0,,tbd,,Playrix Entertainment,,Indie/Other,2010s,False,flop,0.0,100.0,0.0,0.0
Cabela's Outdoor Adventures,GC,2005.0,Sports,Activision,0.03,0.01,0.0,0.0,0.03,79.5,,8.8,9.0,MagicWand,T,AAA,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Penguins of Madagascar,WiiU,2014.0,Action,Namco Bandai Games,0.01,0.02,0.0,0.0,0.03,73.0,,5.2,6.0,Little Orbit,E,Indie/Other,2010s,False,flop,33.333333333333336,66.66666666666667,0.0,0.0
Rapala Tournament Fishing!,X360,2006.0,Sports,Activision,0.03,0.0,0.0,0.0,0.03,41.0,4.0,8,6.0,FUN Labs,E,AAA,2000s,False,flop,100.0,0.0,0.0,0.0
Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,PS3,2011.0,Strategy,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,76.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Backyard NFL Football 2006,GBA,2005.0,Sports,Atari,0.02,0.01,0.0,0.0,0.03,71.0,,,,,,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Superstars V8 Racing,PS3,2009.0,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.03,66.0,29.0,4.9,9.0,Milestone S.r.l,E,Indie/Other,2000s,False,flop,0.0,66.66666666666667,0.0,33.333333333333336
Detective Conan: Phantom Rhapsody,3DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Mashiro Iro Symphony: *mutsu-no-hana,PSP,2011.0,Adventure,Comfort,0.0,0.0,0.03,0.0,0.03,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Monster Guardians,GBA,2001.0,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,76.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Sunday vs Magazine Shuuketsu! Choujou Daikessen,PSP,2009.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,70.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
An American Tail: Fievel's Gold Rush,GBA,2002.0,Platform,Conspiracy Entertainment,0.02,0.01,0.0,0.0,0.03,71.0,,,,,,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Magna Carta Portable,PSP,2006.0,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03,68.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Diabolik Lovers: More Blood,PSP,2013.0,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03,64.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
The Italian Job,GC,2003.0,Racing,Eidos Interactive,0.03,0.01,0.0,0.0,0.03,56.0,10.0,tbd,,Climax Group,T,Indie/Other,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
Super Dodgeball Brawlers (jp sales),DS,2008.0,Sports,Arc System Works,0.0,0.0,0.03,0.0,0.03,64.5,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,2007.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.03,0.0,0.03,68.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
Crazy Chicken: Star Karts,DS,2008.0,Racing,Phenomedia,0.03,0.0,0.0,0.0,0.03,63.0,,tbd,,MumboJumbo,E,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
JoJo's Bizarre Adventure: Eyes of Heaven,PS4,2015.0,Fighting,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,61.0,35.0,7.4,44.0,CyberConnect2,T,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
M&Ms Shell Shocked,PS,2001.0,Action,Berkeley,0.02,0.01,0.0,0.0,0.03,72.0,,,,,,Indie/Other,2000s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
K-On! After School Live!! HD Ver.,PS3,2012.0,Action,Sega,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,AAA,2010s,False,flop,0.0,0.0,100.0,0.0
Metal Gear Solid: The Essential Collection (JP sales),PS2,2007.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03,63.0,,,,,,AAA,2000s,False,flop,0.0,0.0,100.0,0.0
Ukiyo no Shishi,PS3,2015.0,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
3D Baseball,PS,1996.0,Sports,BMG Interactive Entertainment,0.02,0.01,0.0,0.0,0.03,73.0,,,,,,Indie/Other,1990s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,2007.0,Misc,Hackberry,0.0,0.0,0.03,0.0,0.03,71.0,,,,,,Indie/Other,2000s,False,flop,0.0,0.0,100.0,0.0
First Queen: Ornic Senki,SNES,1994.0,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03,69.5,,,,,,Indie/Other,1990s,False,flop,0.0,0.0,100.0,0.0
Dream C Club Zero,X360,2011.0,Simulation,D3Publisher,0.0,0.0,0.03,0.0,0.03,66.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
Shining Stars,DS,2008.0,Action,"Destination Software, Inc",0.03,0.0,0.0,0.0,0.03,58.0,,,,,,Indie/Other,2000s,False,flop,100.0,0.0,0.0,0.0
Medabots 9: Metabee / Rokusho,3DS,2015.0,Role-Playing,Rocket Company,0.0,0.0,0.03,0.0,0.03,74.0,,,,,,Indie/Other,2010s,False,flop,0.0,0.0,100.0,0.0
The Void,PC,2008.0,Adventure,Mamba Games,0.0,0.03,0.0,0.01,0.03,77.0,12.0,8.3,97.0,Ice-Pick Lodge,,Indie/Other,2000s,False,flop,0.0,100.0,0.0,33.333333333333336
Tail Concerto,PS,1998.0,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.03,55.0,,,,,,Indie/Other,1990s,False,flop,66.66666666666667,33.333333333333336,0.0,0.0
Supreme Ruler: Cold War,PC,2011.0,Strategy,Paradox Interactive,0.0,0.03,0.0,0.01,0.03,63.0,12.0,6.8,27.0,BattleGoat Studios,RP,Indie/Other,2010s,False,flop,0.0,100.0,0.0,33.333333333333336
Rise of Nations: Rise of Legends,PC,2006.0,Strategy,Microsoft Game Studios,0.0,0.03,0.0,0.01,0.03,84.0,46.0,8.5,108.0,Big Huge Games,T,AAA,2000s,False,flop,0.0,100.0,0.0,33.333333333333336
The Sum of All Fears,GC,2003.0,Shooter,Ubisoft,0.03,0.01,0.0,0.0,0.03,36.0,11.0,3.4,5.0,Ubisoft Shanghai,T,AAA,2000s,False,flop,100.0,33.333333333333336,0.0,0.0
